filename,species_code,0:00,0:30,comments
day69_rec3_lateApr_c29.wav,no birds,,,back to normal silence
day69_rec3_lateApr_c32.wav,no birds,,,
day69_rec3_lateApr_c39.wav,passerine sp.,C,C,
day69_rec3_lateApr_c40.wav,passerine sp.,C,C,
day69_rec3_lateApr_c56.wav,passerine sp.,,C,
day69_rec3_lateApr_d14.wav,no birds,,,
day69_rec3_lateApr_d15.wav,no birds,,,
day69_rec3_lateApr_d16.wav,COGR,,C,
day69_rec3_lateApr_d24.wav,no birds,,,
day69_rec3_lateApr_d39.wav,GCKI,C,C,
day69_rec3_lateApr_d39.wav,BRCR,C,,
day69_rec3_lateApr_d52.wav,GCKI,C,C,
day69_rec3_lateApr_e10.wav,no birds,,,
day69_rec3_lateApr_e25.wav,WIWR,S,,
day69_rec3_lateApr_e31.wav,no birds,,,
day69_rec3_lateApr_e48.wav,passerine sp.,C,,
day69_rec3_lateApr_e50.wav,no birds,,,
day69_rec3_lateApr_e51.wav,no birds,,,
day65_rec3_lateApr_c31.wav,no birds,,,
day65_rec3_lateApr_c39.wav,passerine sp.,,C,
day65_rec3_lateApr_c40.wav,no birds,,,
day65_rec3_lateApr_c42.wav,no birds,,,
day65_rec3_lateApr_c45.wav,passerine sp.,,C,
day65_rec3_lateApr_c54.wav,CANG,C,C,
day65_rec3_lateApr_d6.wav,RBNU,C,C,
day65_rec3_lateApr_d6.wav,BCCH,C,C,
day65_rec3_lateApr_d6.wav,WTSP,S,S,
day65_rec3_lateApr_d8.wav,RBNU,C,C,
day65_rec3_lateApr_d8.wav,BCCH,C,,
day65_rec3_lateApr_d8.wav,passerine sp.,C,C,
day65_rec3_lateApr_d19.wav,AMRO,C,,
day65_rec3_lateApr_d19.wav,passerine sp.,,C,
day65_rec3_lateApr_d21.wav,no birds,,,
day65_rec3_lateApr_d42.wav,no birds,,,
day65_rec3_lateApr_e0.wav,WIWR,S,,
day65_rec3_lateApr_e0.wav,GCKI,C,,
day65_rec3_lateApr_e0.wav,PIWO,,C,
day65_rec3_lateApr_e7.wav,NOFL,C,C,
day65_rec3_lateApr_e7.wav,AMRO,C,C,
day65_rec3_lateApr_e25.wav,passerine sp.,C,C,
day65_rec3_lateApr_e33.wav,no birds,,,
day65_rec3_lateApr_e34.wav,passerine sp.,c,,
day65_rec4_lateApr_a0.wav,no birds,,,
day65_rec4_lateApr_a3.wav,CORA,C,C,
day65_rec4_lateApr_a3.wav,bird sp.,C,C,
day65_rec4_lateApr_a14.wav,no birds,,,
day65_rec4_lateApr_a21.wav,AMRO,S,S,
day65_rec4_lateApr_a21.wav,passerine sp.,,C,
day65_rec4_lateApr_a51.wav,passerine sp.,C,C,
day65_rec4_lateApr_b18.wav,bird sp.,C,C,
day65_rec4_lateApr_b18.wav,NOFL,,C,
day65_rec4_lateApr_b24.wav,bird sp.,,C,
day65_rec4_lateApr_b50.wav,WIWR,S,S,
day65_rec4_lateApr_b51.wav,WIWR,S,,
day65_rec4_lateApr_c10.wav,passerine sp.,C,,
day65_rec4_lateApr_c10.wav,bird sp.,,C,
day65_rec4_lateApr_c13.wav,WIWR,S,S,
day65_rec4_lateApr_c13.wav,bird sp.,C,,almost a bark-- GBHE?
day65_rec4_lateApr_c13.wav,CANG,C,C,
day65_rec4_lateApr_c22.wav,no birds,,,
day65_rec4_lateApr_c35.wav,GCKI,C,C,
day65_rec4_lateApr_c39.wav,GCKI,,C,
day65_rec4_lateApr_c41.wav,no birds,,,
day65_rec4_lateApr_d3.wav,no birds,,,
day65_rec4_lateApr_d8.wav,RBNU,C,C,
day65_rec4_lateApr_d8.wav,passerine sp.,C,,
day65_rec4_lateApr_d36.wav,WIWR,S,S,
day65_rec4_lateApr_d41.wav,no birds,,,
day65_rec4_lateApr_d44.wav,no birds,,,
day65_rec4_lateApr_d55.wav,bird sp.,C,C,
day65_rec4_lateApr_e11.wav,WIWR,S,S,"no voice, but loud background incl. Zipper"
day65_rec4_lateApr_e24.wav,no birds,,,
day65_rec4_lateApr_e37.wav,no birds,,,
day69_rec1_lateApr_a26.wav,no birds,,,
day69_rec1_lateApr_b1.wav,passerine sp.,C,C,
day69_rec1_lateApr_b11.wav,no birds,,,
day69_rec1_lateApr_b30.wav,no birds,,,
day69_rec1_lateApr_b37.wav,no birds,,,
day69_rec1_lateApr_b42.wav,passerine sp.,,C,
day69_rec1_lateApr_b43.wav,no birds,,,
day69_rec1_lateApr_b48.wav,no birds,,,
day69_rec1_lateApr_c4.wav,no birds,,,
day69_rec1_lateApr_c5.wav,no birds,,,
day69_rec1_lateApr_c13.wav,passerine sp.,,C,
day69_rec1_lateApr_c38.wav,no birds,,,
day69_rec1_lateApr_c43.wav,no birds,,,
day69_rec1_lateApr_c47.wav,no birds,,,
day69_rec1_lateApr_d30.wav,bird sp.,,C,
day86_rec1_lateApr_b15.wav,no birds,,,
day86_rec1_lateApr_b21.wav,no birds,,,
day86_rec1_lateApr_b22.wav,no birds,,,
day86_rec1_lateApr_b26.wav,no birds,,,
day86_rec1_lateApr_b55.wav,bird sp.,,C,rain
day86_rec1_lateApr_c20.wav,no birds,,,light rain
day86_rec1_lateApr_c23.wav,passerine sp.,,C,light rain
day86_rec1_lateApr_c30.wav,no birds,,,
day86_rec1_lateApr_c49.wav,no birds,,,
day86_rec1_lateApr_c51.wav,no birds,,,
day86_rec1_lateApr_d5.wav,BRCR,C,C,
day86_rec1_lateApr_d38.wav,no birds,,,
day86_rec1_lateApr_d47.wav,no birds,,,
day86_rec1_lateApr_d50.wav,HETH,C,C,
day86_rec1_lateApr_d50.wav,AMRO,C,C,
day86_rec1_lateApr_e9.wav,bird sp.,C,,
day86_rec1_lateApr_e9.wav,passerine sp.,,C,
day86_rec1_lateApr_e21.wav,no birds,,,
day86_rec1_lateApr_e27.wav,bird sp.,C,,woodpecker?? v distant
day86_rec1_lateApr_e50.wav,no birds,,,
day86_rec1_lateApr_e52.wav,YBSA,,D,
day86_rec2_lateApr_a17.wav,WIWR,S,S,
day86_rec2_lateApr_a17.wav,woodpecker sp.,D,,
day86_rec2_lateApr_a37.wav,WIWR,S,S,
day86_rec2_lateApr_a54.wav,AMRO,S,S,
day86_rec2_lateApr_a54.wav,WIWR,,S,
day86_rec2_lateApr_b2.wav,WIWR,S,S,
day86_rec2_lateApr_b2.wav,AMRO,,C,
day86_rec2_lateApr_b17.wav,DEJU,C,S,
day86_rec2_lateApr_b22.wav,AMRO,C,C,
day86_rec2_lateApr_b22.wav,WIWR,S,,
day86_rec2_lateApr_b33.wav,DEJU,,S,
day86_rec2_lateApr_b37.wav,no birds,,,rain
day86_rec2_lateApr_b40.wav,bird sp.,C,,rain
day86_rec2_lateApr_b51.wav,no birds,,,rain
day86_rec2_lateApr_c0.wav,no birds,,,rain
day86_rec2_lateApr_c4.wav,WIWR,S,,rain
day86_rec2_lateApr_c15.wav,no birds,,,rain
day86_rec2_lateApr_c50.wav,GCKI,C,C,
day86_rec2_lateApr_c51.wav,GCKI,C,C,
day86_rec2_lateApr_c57.wav,CANG,C,C,
day86_rec2_lateApr_c57.wav,woodpecker sp.,D,D,
day86_rec2_lateApr_d4.wav,no birds,,,
day86_rec2_lateApr_d7.wav,no birds,,,
day86_rec2_lateApr_d20.wav,GCKI,C,C,
day86_rec2_lateApr_d20.wav,WIWR,,S,
day86_rec2_lateApr_d20.wav,AMRO,,S,
day86_rec2_lateApr_d38.wav,RBNU,C,S,
day86_rec2_lateApr_d38.wav,passerine sp.,C,,
day86_rec2_lateApr_d38.wav,BCCH,,S,
day86_rec2_lateApr_d38.wav,WIWR,,S,
day86_rec2_lateApr_e20.wav,no birds,,,
day86_rec2_lateApr_e27.wav,no birds,,,
day86_rec2_lateApr_e35.wav,no birds,,,
day86_rec2_lateApr_e40.wav,no birds,,,
day71_rec4_earlyMay_e38.wav,RCKI,,S,
day71_rec4_earlyMay_e38.wav,YRWA,,S,
day71_rec4_earlyMay_e46.wav,YRWA,S,S,2 individuals
day71_rec4_earlyMay_e46.wav,RCKI,S,S,
day71_rec4_earlyMay_e54.wav,no birds,,,
day79_rec1_lateApr_a8.wav,passerine sp.,C,,unidentifiable sound in background
day79_rec1_lateApr_a9.wav,no birds,,,
day79_rec1_lateApr_a15.wav,no birds,,,
day79_rec1_lateApr_a18.wav,no birds,,,
day79_rec1_lateApr_a31.wav,no birds,,,
day79_rec1_lateApr_a45.wav,passerine sp.,c,,background frogs
day79_rec1_lateApr_a50.wav,WIWR,S,S,
day79_rec1_lateApr_a54.wav,WIWR,S,S,
day79_rec1_lateApr_a54.wav,BRCR,,C,
day79_rec1_lateApr_b7.wav,WIWR,S,S,way in background
day79_rec1_lateApr_b14.wav,bird sp.,c,,cut off at start of rec
day79_rec1_lateApr_b14.wav,YBSA,C,,
day79_rec1_lateApr_b15.wav,WIWR,,S,
day79_rec1_lateApr_b15.wav,BRCR,,C,
day79_rec1_lateApr_b16.wav,passerine sp.,C,C,
day79_rec1_lateApr_b23.wav,WIWR,S,S,way background!
day79_rec1_lateApr_b25.wav,bird sp.,c,c,background
day79_rec1_lateApr_b26.wav,bird sp.,S,,very distant/quiet
day79_rec1_lateApr_b26.wav,passerine sp.,C,,
day79_rec1_lateApr_b44.wav,no birds,,,"some sound, too faint"
day79_rec1_lateApr_b52.wav,no birds,,,"some sound, too faint"
day79_rec1_lateApr_c6.wav,CORA,C,C,
day79_rec1_lateApr_c48.wav,bird sp.,,c,woodpecker?
day79_rec1_lateApr_d12.wav,GCKI,,C,
day79_rec1_lateApr_d17.wav,no birds,,,
day79_rec1_lateApr_d27.wav,no birds,,,
day79_rec1_lateApr_d41.wav,no birds,,,
day79_rec1_lateApr_d53.wav,AMRO,C,,
day79_rec2_lateApr_a25.wav,passerine sp.,C,C,
day79_rec2_lateApr_a33.wav,bird sp.,S,,tail end of song
day79_rec2_lateApr_a37.wav,WIWR,S,,
day79_rec2_lateApr_a37.wav,NOFL,,C,
day79_rec2_lateApr_a40.wav,passerine sp.,C,,
day79_rec2_lateApr_a49.wav,CANG,C,C,
day79_rec2_lateApr_a54.wav,woodpecker sp.,D,,"taps, not full drum"
day79_rec2_lateApr_a54.wav,passerine sp.,C,C,
day79_rec2_lateApr_b19.wav,CANG,C,C,
day79_rec2_lateApr_b26.wav,woodpecker sp.,,D,
day79_rec2_lateApr_b28.wav,bird sp.,,C,
day79_rec2_lateApr_b37.wav,BRCR,C,,
day79_rec2_lateApr_b54.wav,passerine sp.,C,,
day79_rec2_lateApr_b54.wav,woodpecker sp.,D,,
day79_rec2_lateApr_c33.wav,no birds,,,
day79_rec2_lateApr_c48.wav,no birds,,,
day79_rec2_lateApr_c49.wav,no birds,,,
day79_rec2_lateApr_c55.wav,no birds,,,
day79_rec2_lateApr_d21.wav,no birds,,,
day79_rec2_lateApr_d45.wav,passerine sp.,S,C,
day79_rec2_lateApr_d53.wav,BRCR,C,,me! walking away
day79_rec2_lateApr_d53.wav,YBSA,,D,
day79_rec2_lateApr_d53.wav,BCCH,,S,
day79_rec2_lateApr_e7.wav,CORA,C,C,
day79_rec2_lateApr_e33.wav,passerine sp.,,C,
day79_rec2_lateApr_e34.wav,passerine sp.,C,,
day79_rec2_lateApr_e34.wav,bird sp.,,C,
day79_rec2_lateApr_e42.wav,passerine sp.,C,C,
day79_rec2_lateApr_e50.wav,CORA,,C,
day79_rec2_lateApr_e52.wav,AMRO,,C,
day86_rec1_lateApr_a4.wav,WIWR,S,S,v. distant
day86_rec1_lateApr_a4.wav,YBSA,,D,
day86_rec1_lateApr_a21.wav,no birds,,,rain
day86_rec1_lateApr_a33.wav,no birds,,,
day86_rec1_lateApr_a37.wav,no birds,,,
day86_rec1_lateApr_a40.wav,no birds,,,
day71_rec3_earlyMay_d46.wav,BTNW,S,S,
day71_rec3_earlyMay_d46.wav,WIWR,S,,
day71_rec3_earlyMay_d49.wav,WIWR,S,S,countersinging!
day71_rec3_earlyMay_d57.wav,passerine sp.,,c,
day71_rec3_earlyMay_e3.wav,BRCR,S,S,
day71_rec3_earlyMay_e3.wav,YRWA,S,S,
day71_rec3_earlyMay_e3.wav,WIWR,S,,
day71_rec3_earlyMay_e7.wav,GCKI,S,C,
day71_rec3_earlyMay_e7.wav,YRWA,S,S,
day71_rec3_earlyMay_e7.wav,BRCR,S,S,
day71_rec3_earlyMay_e19.wav,YRWA,S,,
day71_rec3_earlyMay_e19.wav,WIWR,S,,
day71_rec3_earlyMay_e19.wav,passerine sp.,,C,
day71_rec3_earlyMay_e25.wav,GCKI,S,S,
day71_rec3_earlyMay_e48.wav,WIWR,,S,
day71_rec3_earlyMay_e52.wav,YRWA,S,S,
day71_rec3_earlyMay_e52.wav,WIWR,S,S,
day71_rec3_earlyMay_e52.wav,RBNU,S,S,
day71_rec3_earlyMay_e52.wav,BRCR,,C,
day71_rec4_earlyMay_a7.wav,YRWA,S,S,
day71_rec4_earlyMay_a7.wav,BRCR,S,S,
day71_rec4_earlyMay_a7.wav,RBNU,C,C,
day71_rec4_earlyMay_a21.wav,YRWA,S,S,
day71_rec4_earlyMay_a21.wav,PUFI,S,S,
day71_rec4_earlyMay_a21.wav,BLJA,C,,
day71_rec4_earlyMay_a21.wav,passerine sp.,C,,
day71_rec4_earlyMay_a21.wav,OVEN,,S,
day71_rec4_earlyMay_a44.wav,GCKI,C,,
day71_rec4_earlyMay_a44.wav,YRWA,S,S,at least 3 individuals
day71_rec4_earlyMay_a44.wav,OVEN,,S,
day71_rec4_earlyMay_a49.wav,YRWA,S,S,
day71_rec4_earlyMay_a49.wav,GCKI,C,C,
day71_rec4_earlyMay_a49.wav,WIWR,,S,v. distant
day71_rec4_earlyMay_a51.wav,WIWR,S,S,
day71_rec4_earlyMay_a51.wav,GCKI,C,C,
day71_rec4_earlyMay_a51.wav,YRWA,S,S,
day71_rec4_earlyMay_b15.wav,YRWA,S,S,
day71_rec4_earlyMay_b15.wav,OVEN,S,,
day71_rec4_earlyMay_b15.wav,RCKI,S,S,
day71_rec4_earlyMay_b34.wav,passerine sp.,C,C,
day71_rec4_earlyMay_b34.wav,YRWA,S,S,
day71_rec4_earlyMay_b34.wav,PUFI,S,S,
day71_rec4_earlyMay_b34.wav,RCKI,S,,
day71_rec4_earlyMay_b44.wav,RCKI,S,,
day71_rec4_earlyMay_b44.wav,YRWA,S,S,
day71_rec4_earlyMay_b44.wav,passerine sp.,C,C,probably GCKI but can’t tell
day71_rec4_earlyMay_c6.wav,passerine sp.,S,S,?? too distant
day71_rec4_earlyMay_c12.wav,YRWA,S,S,2 individuals
day71_rec4_earlyMay_c12.wav,CORA,C,C,
day71_rec4_earlyMay_c14.wav,YRWA,S,S,
day71_rec4_earlyMay_c14.wav,BHVI,S,S,
day71_rec4_earlyMay_c14.wav,PUFI,,S,
day71_rec4_earlyMay_c26.wav,passerine sp.,S,,faint-- probably YRWA
day71_rec4_earlyMay_c26.wav,YRWA,,S,
day71_rec4_earlyMay_c46.wav,YRWA,S,,
day71_rec4_earlyMay_c46.wav,PUFI,S,S,
day71_rec4_earlyMay_c51.wav,YRWA,S,S,2 individuals
day71_rec4_earlyMay_c51.wav,PUFI,S,S,
day71_rec4_earlyMay_c53.wav,YRWA,S,S,
day71_rec4_earlyMay_c53.wav,passerine sp.,S,S,distant!
day71_rec4_earlyMay_d3.wav,YRWA,S,S,2 individuals
day71_rec4_earlyMay_d26.wav,passerine sp.,S,S,distant!
day71_rec4_earlyMay_d26.wav,YRWA,S,,
day71_rec4_earlyMay_d27.wav,YRWA,S,S,
day71_rec4_earlyMay_d27.wav,passerine sp.,,C,
day71_rec4_earlyMay_d31.wav,YRWA,S,S,
day71_rec4_earlyMay_d31.wav,GCKI,C,C,also S
day71_rec4_earlyMay_d35.wav,GCKI,C,C,
day71_rec4_earlyMay_d35.wav,YRWA,S,S,
day71_rec4_earlyMay_d35.wav,passerine sp.,C,C,
day71_rec4_earlyMay_e2.wav,YRWA,S,S,
day71_rec4_earlyMay_e2.wav,RCKI,S,S,
day71_rec2_earlyMay_c31.wav,WIWR,S,,
day71_rec2_earlyMay_c31.wav,passerine sp.,,C,
day71_rec2_earlyMay_c38.wav,no birds,,,
day71_rec2_earlyMay_c48.wav,passerine sp.,S,,think WTSP but ??
day71_rec2_earlyMay_c48.wav,WTSP,,S,
day71_rec2_earlyMay_d10.wav,passerine sp.,C,,chip
day71_rec2_earlyMay_d22.wav,BRCR,C,,
day71_rec2_earlyMay_d22.wav,WIWR,S,S,
day71_rec2_earlyMay_d25.wav,WIWR,S,,
day71_rec2_earlyMay_d25.wav,woodpecker sp.,,D,
day71_rec2_earlyMay_d27.wav,YBSA,C,,
day71_rec2_earlyMay_d27.wav,WIWR,,S,
day71_rec2_earlyMay_d48.wav,WTSP,C,S,
day71_rec2_earlyMay_e12.wav,AMRO,S,S,
day71_rec2_earlyMay_e12.wav,BRCR,S,S,
day71_rec2_earlyMay_e36.wav,WIWR,S,S,
day71_rec2_earlyMay_e36.wav,WTSP,S,,
day71_rec2_earlyMay_e36.wav,AMRO,C,,
day71_rec2_earlyMay_e46.wav,passerine sp.,C,,
day71_rec2_earlyMay_e46.wav,WIWR,S,S,
day71_rec2_earlyMay_e56.wav,WIWR,S,S,
day71_rec2_earlyMay_e56.wav,YBSA,,D,
day71_rec3_earlyMay_a15.wav,WIWR,S,S,
day71_rec3_earlyMay_a15.wav,NOWA,S,S,
day71_rec3_earlyMay_a39.wav,BRCR,S,,
day71_rec3_earlyMay_a39.wav,WIWR,S,,
day71_rec3_earlyMay_a39.wav,RBNU,C,C,
day71_rec3_earlyMay_a39.wav,YRWA,,S,
day71_rec3_earlyMay_a41.wav,RBNU,C,S,
day71_rec3_earlyMay_a41.wav,WIWR,,S,
day71_rec3_earlyMay_a42.wav,RBNU,S,S,
day71_rec3_earlyMay_a42.wav,WIWR,S,S,
day71_rec3_earlyMay_a42.wav,NOWA,S,S,
day71_rec3_earlyMay_a54.wav,passerine sp.,C,C,many small sounds-- probably multiple species
day71_rec3_earlyMay_a54.wav,YRWA,S,,
day71_rec3_earlyMay_a54.wav,RBNU,,S,
day71_rec3_earlyMay_a54.wav,PUFI,S,S,
day71_rec3_earlyMay_b20.wav,NOWA,S,S,
day71_rec3_earlyMay_b20.wav,BLJA,C,,
day71_rec3_earlyMay_b20.wav,passerine sp.,C,C,
day71_rec3_earlyMay_b20.wav,BRCR,,S,
day71_rec3_earlyMay_b20.wav,YRWA,,S,
day71_rec3_earlyMay_b31.wav,passerine sp.,C,C,
day71_rec3_earlyMay_b31.wav,YRWA,S,,
day71_rec3_earlyMay_b31.wav,NOWA,S,S,
day71_rec3_earlyMay_b31.wav,BHVI,S,S,
day71_rec3_earlyMay_b38.wav,YRWA,S,,
day71_rec3_earlyMay_b38.wav,BTNW,S,S,
day71_rec3_earlyMay_b38.wav,BLJA,,C,
day71_rec3_earlyMay_b46.wav,WIWR,S,S,
day71_rec3_earlyMay_b46.wav,BTNW,S,S,
day71_rec3_earlyMay_b46.wav,BRCR,S,S,
day71_rec3_earlyMay_b46.wav,GCKI,C,C,also S
day71_rec3_earlyMay_b53.wav,BTNW,S,S,
day71_rec3_earlyMay_b53.wav,YRWA,S,S,
day71_rec3_earlyMay_b53.wav,AMGO,C,,
day71_rec3_earlyMay_b53.wav,passerine sp.,C,,chip
day71_rec3_earlyMay_c17.wav,no birds,,,
day71_rec3_earlyMay_c38.wav,BRCR,S,C,
day71_rec3_earlyMay_c48.wav,RBNU,C,S,
day71_rec3_earlyMay_c48.wav,YRWA,S,S,
day71_rec3_earlyMay_d7.wav,NOWA,S,S,
day71_rec3_earlyMay_d7.wav,WIWR,S,S,
day71_rec3_earlyMay_d7.wav,YRWA,,S,
day71_rec3_earlyMay_d41.wav,WIWR,S,S,"2 individs, countersinging"
day71_rec3_earlyMay_d41.wav,passerine sp.,,C,
day71_rec3_earlyMay_d41.wav,GCKI,,C,
day99_rec1_earlyMay_e33.wav,YRWA,S,,
day99_rec1_earlyMay_e33.wav,passerine sp.,,C,
day99_rec1_earlyMay_e47.wav,passerine sp.,,C,
day99_rec2_earlyMay_a10.wav,BTNW,S,S,
day99_rec2_earlyMay_a10.wav,WIWR,S,S,
day99_rec2_earlyMay_a10.wav,BHVI,S,S,
day99_rec2_earlyMay_a10.wav,NOPA,,S,
day99_rec2_earlyMay_a18.wav,WIWR,S,S,
day99_rec2_earlyMay_a18.wav,passerine sp.,C,,
day99_rec2_earlyMay_a18.wav,NOPA,S,S,
day99_rec2_earlyMay_a19.wav,WIWR,S,S,
day99_rec2_earlyMay_a19.wav,AMCR,C,C,
day99_rec2_earlyMay_a19.wav,NOPA,S,S,
day99_rec2_earlyMay_a19.wav,BTNW,S,S,
day99_rec2_earlyMay_a34.wav,BRCR,C,C,
day99_rec2_earlyMay_a34.wav,passerine sp.,C,C,
day99_rec2_earlyMay_a34.wav,WIWR,S,,
day99_rec2_earlyMay_a34.wav,BLJA,,C,
day99_rec2_earlyMay_a36.wav,BLJA,C,C,
day99_rec2_earlyMay_a49.wav,BTNW,S,S,
day99_rec2_earlyMay_b15.wav,passerine sp.,C,,
day99_rec2_earlyMay_b15.wav,BTNW,,S,
day99_rec2_earlyMay_b15.wav,AMGO,,C,
day99_rec2_earlyMay_b27.wav,no birds,,,
day99_rec2_earlyMay_b31.wav,no birds,,,
day99_rec2_earlyMay_b45.wav,no birds,,,
day99_rec2_earlyMay_b57.wav,bird sp.,,C,
day99_rec2_earlyMay_c1.wav,no birds,,,
day99_rec2_earlyMay_c4.wav,no birds,,,
day99_rec2_earlyMay_c13.wav,no birds,,,
day99_rec2_earlyMay_c27.wav,no birds,,,
day99_rec2_earlyMay_c43.wav,no birds,,,
day99_rec2_earlyMay_c54.wav,no birds,,,
day99_rec2_earlyMay_d13.wav,bird sp.,C,,too distant to ID
day99_rec2_earlyMay_d30.wav,no birds,,,
day99_rec2_earlyMay_d36.wav,no birds,,,
day99_rec2_earlyMay_d43.wav,no birds,,,
day99_rec2_earlyMay_d53.wav,no birds,,,
day99_rec2_earlyMay_d57.wav,no birds,,,
day99_rec2_earlyMay_e25.wav,no birds,,,
day99_rec3_earlyMay_a3.wav,AMRO,S,,extremely loud frogs
day99_rec3_earlyMay_a3.wav,HETH,C,C,
day99_rec3_earlyMay_a3.wav,WTSP,S,S,
day99_rec3_earlyMay_a3.wav,woodpecker sp.,D,D,
day99_rec3_earlyMay_a3.wav,passerine sp.,C,C,
day99_rec3_earlyMay_a28.wav,AMRO,S,S,
day99_rec3_earlyMay_a28.wav,BAWW,S,S,
day99_rec3_earlyMay_a28.wav,WTSP,S,S,
day99_rec3_earlyMay_a28.wav,WIWR,S,S,
day99_rec3_earlyMay_a28.wav,passerine sp.,,C,
day99_rec3_earlyMay_a29.wav,AMRO,S,S,
day99_rec3_earlyMay_a29.wav,WTSP,S,S,2-3 individuals
day99_rec3_earlyMay_a29.wav,WIWR,S,,
day99_rec3_earlyMay_a29.wav,BAWW,S,S,
day99_rec3_earlyMay_a29.wav,passerine sp.,,C,
day99_rec3_earlyMay_a34.wav,YRWA,S,S,
day99_rec3_earlyMay_a34.wav,AMRO,S,S,
day99_rec3_earlyMay_a34.wav,WTSP,S,S,
day99_rec3_earlyMay_a34.wav,WIWR,S,S,
day99_rec3_earlyMay_a34.wav,passerine sp.,,C,
day99_rec3_earlyMay_a51.wav,WTSP,S,S,
day99_rec3_earlyMay_a51.wav,AMRO,S,S,
day99_rec3_earlyMay_a51.wav,passerine sp.,C,C,
day99_rec3_earlyMay_a52.wav,AMRO,S,S,
day99_rec3_earlyMay_a52.wav,WTSP,S,S,
day99_rec3_earlyMay_a52.wav,passerine sp.,C,C,likely BCCH but unsure
day99_rec3_earlyMay_b3.wav,AMRO,S,S,
day99_rec3_earlyMay_b3.wav,WTSP,S,S,
day99_rec3_earlyMay_b3.wav,passerine sp.,C,C,
day99_rec3_earlyMay_b3.wav,YRWA,S,S,2 individuals
day88_rec4_earlyApr_d38.wav,HAWO,C,,
day88_rec4_earlyApr_d45.wav,woodpecker sp.,D,D,"not full drum, pecks"
day88_rec4_earlyApr_e24.wav,no birds,,,
day88_rec4_earlyApr_e48.wav,no birds,,,
day99_rec1_earlyMay_a6.wav,YRWA,S,S,
day99_rec1_earlyMay_a6.wav,passerine sp.,,S,
day99_rec1_earlyMay_a19.wav,YRWA,S,S,2 individuals
day99_rec1_earlyMay_a19.wav,BTNW,S,S,
day99_rec1_earlyMay_a19.wav,WTSP,,S,
day99_rec1_earlyMay_a19.wav,passerine sp.,C,C,
day99_rec1_earlyMay_a47.wav,passerine sp.,C,,
day99_rec1_earlyMay_a47.wav,NOPA,S,S,
day99_rec1_earlyMay_a47.wav,BTNW,S,,
day99_rec1_earlyMay_a47.wav,WIWR,S,S,distant!
day99_rec1_earlyMay_a47.wav,YRWA,,S,
day99_rec1_earlyMay_b0.wav,YRWA,S,S,
day99_rec1_earlyMay_b0.wav,passerine sp.,C,C,
day99_rec1_earlyMay_b21.wav,passerine sp.,C,C,
day99_rec1_earlyMay_b21.wav,WTSP,S,S,
day99_rec1_earlyMay_b21.wav,BTNW,S,S,
day99_rec1_earlyMay_b21.wav,BLJA,C,,
day99_rec1_earlyMay_b21.wav,YRWA,,S,
day99_rec1_earlyMay_b21.wav,YBSA,,C,
day99_rec1_earlyMay_b22.wav,WTSP,S,,
day99_rec1_earlyMay_b22.wav,BTNW,S,S,
day99_rec1_earlyMay_b22.wav,passerine sp.,C,,
day99_rec1_earlyMay_b22.wav,DEJU,C,,
day99_rec1_earlyMay_b22.wav,CMWA,,S,
day99_rec1_earlyMay_b40.wav,YRWA,S,S,heavy wind
day99_rec1_earlyMay_b40.wav,BTNW,S,S,heavy wind
day99_rec1_earlyMay_b41.wav,BTNW,S,S,
day99_rec1_earlyMay_b41.wav,YRWA,S,S,
day99_rec1_earlyMay_b53.wav,passerine sp.,C,C,"2 diff species, can't ID"
day99_rec1_earlyMay_c1.wav,WTSP,C,C,"also singing, 2 individs"
day99_rec1_earlyMay_c1.wav,BTNW,S,S,
day99_rec1_earlyMay_c6.wav,BRCR,S,S,
day99_rec1_earlyMay_c6.wav,passerine sp.,C,C,
day99_rec1_earlyMay_c6.wav,BTNW,S,S,
day99_rec1_earlyMay_c6.wav,WTSP,,S,
day99_rec1_earlyMay_c6.wav,YRWA,,S,
day99_rec1_earlyMay_c12.wav,WTSP,S,S,
day99_rec1_earlyMay_c12.wav,BRCR,S,,
day99_rec1_earlyMay_c12.wav,passerine sp.,C,,
day99_rec1_earlyMay_c24.wav,passerine sp.,C,C,chip
day99_rec1_earlyMay_c24.wav,BTNW,S,S,
day99_rec1_earlyMay_c24.wav,YRWA,,S,
day99_rec1_earlyMay_c35.wav,passerine sp.,C,C,
day99_rec1_earlyMay_c35.wav,BTNW,,S,
day99_rec1_earlyMay_c35.wav,BRCR,,S,
day99_rec1_earlyMay_c43.wav,YRWA,S,S,
day99_rec1_earlyMay_c43.wav,BHVI,S,S,
day99_rec1_earlyMay_c43.wav,BRCR,S,,
day99_rec1_earlyMay_c43.wav,passerine sp.,C,C,trill- short- ?
day99_rec1_earlyMay_c43.wav,BTNW,S,S,
day99_rec1_earlyMay_c43.wav,WTSP,,S,
day99_rec1_earlyMay_d11.wav,no birds,,,frogs
day99_rec1_earlyMay_d34.wav,passerine sp.,C,C,2 species
day99_rec1_earlyMay_d34.wav,WTSP,S,S,
day99_rec1_earlyMay_d34.wav,YRWA,,S,
day99_rec1_earlyMay_d36.wav,passerine sp.,C,C,
day99_rec1_earlyMay_d41.wav,passerine sp.,C,,
day99_rec1_earlyMay_d41.wav,YRWA,,S,
day99_rec1_earlyMay_d41.wav,BTNW,,S,
day99_rec1_earlyMay_e0.wav,no birds,,,peeper
