filecode,minute,selec,start,end,sound.files,anon_name,date,month,day,wk_half,folder
a,25,a25,1500,1560,SWIFT01_20190513_062000.wav,day339_rec2_earlyMay_a25.wav,2019-05-13,May,13,early,NA
a,43,a43,2580,2640,SWIFT01_20190513_062000.wav,day339_rec2_earlyMay_a43.wav,2019-05-13,May,13,early,NA
a,44,a44,2640,2700,SWIFT01_20190513_062000.wav,day339_rec2_earlyMay_a44.wav,2019-05-13,May,13,early,NA
b,21,b21,1260,1320,SWIFT01_20190513_072000.wav,day339_rec2_earlyMay_b21.wav,2019-05-13,May,13,early,NA
b,31,b31,1860,1920,SWIFT01_20190513_072000.wav,day339_rec2_earlyMay_b31.wav,2019-05-13,May,13,early,NA
b,51,b51,3060,3120,SWIFT01_20190513_072000.wav,day339_rec2_earlyMay_b51.wav,2019-05-13,May,13,early,NA
b,56,b56,3360,3420,SWIFT01_20190513_072000.wav,day339_rec2_earlyMay_b56.wav,2019-05-13,May,13,early,NA
c,11,c11,660,720,SWIFT01_20190513_082001.wav,day339_rec2_earlyMay_c11.wav,2019-05-13,May,13,early,NA
c,27,c27,1620,1680,SWIFT01_20190513_082001.wav,day339_rec2_earlyMay_c27.wav,2019-05-13,May,13,early,NA
c,33,c33,1980,2040,SWIFT01_20190513_082001.wav,day339_rec2_earlyMay_c33.wav,2019-05-13,May,13,early,NA
c,41,c41,2460,2520,SWIFT01_20190513_082001.wav,day339_rec2_earlyMay_c41.wav,2019-05-13,May,13,early,NA
d,6,d6,360,420,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d6.wav,2019-05-13,May,13,early,NA
d,18,d18,1080,1140,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d18.wav,2019-05-13,May,13,early,NA
d,24,d24,1440,1500,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d24.wav,2019-05-13,May,13,early,NA
d,26,d26,1560,1620,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d26.wav,2019-05-13,May,13,early,NA
d,34,d34,2040,2100,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d34.wav,2019-05-13,May,13,early,NA
d,45,d45,2700,2760,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d45.wav,2019-05-13,May,13,early,NA
d,52,d52,3120,3180,SWIFT01_20190513_092001.wav,day339_rec2_earlyMay_d52.wav,2019-05-13,May,13,early,NA
e,13,e13,780,840,SWIFT01_20190513_102002.wav,day339_rec2_earlyMay_e13.wav,2019-05-13,May,13,early,NA
e,27,e27,1620,1680,SWIFT01_20190513_102002.wav,day339_rec2_earlyMay_e27.wav,2019-05-13,May,13,early,NA
e,47,e47,2820,2880,SWIFT01_20190513_102002.wav,day339_rec2_earlyMay_e47.wav,2019-05-13,May,13,early,NA
e,48,e48,2880,2940,SWIFT01_20190513_102002.wav,day339_rec2_earlyMay_e48.wav,2019-05-13,May,13,early,NA
a,36,a36,2160,2220,SWIFT01_20190514_062000.wav,day263_rec2_earlyMay_a36.wav,2019-05-14,May,14,early,NA
a,39,a39,2340,2400,SWIFT01_20190514_062000.wav,day263_rec2_earlyMay_a39.wav,2019-05-14,May,14,early,NA
a,46,a46,2760,2820,SWIFT01_20190514_062000.wav,day263_rec2_earlyMay_a46.wav,2019-05-14,May,14,early,NA
b,6,b6,360,420,SWIFT01_20190514_072000.wav,day263_rec2_earlyMay_b6.wav,2019-05-14,May,14,early,NA
b,31,b31,1860,1920,SWIFT01_20190514_072000.wav,day263_rec2_earlyMay_b31.wav,2019-05-14,May,14,early,NA
b,38,b38,2280,2340,SWIFT01_20190514_072000.wav,day263_rec2_earlyMay_b38.wav,2019-05-14,May,14,early,NA
b,40,b40,2400,2460,SWIFT01_20190514_072000.wav,day263_rec2_earlyMay_b40.wav,2019-05-14,May,14,early,NA
b,42,b42,2520,2580,SWIFT01_20190514_072000.wav,day263_rec2_earlyMay_b42.wav,2019-05-14,May,14,early,NA
c,5,c5,300,360,SWIFT01_20190514_082001.wav,day263_rec2_earlyMay_c5.wav,2019-05-14,May,14,early,NA
c,10,c10,600,660,SWIFT01_20190514_082001.wav,day263_rec2_earlyMay_c10.wav,2019-05-14,May,14,early,NA
c,52,c52,3120,3180,SWIFT01_20190514_082001.wav,day263_rec2_earlyMay_c52.wav,2019-05-14,May,14,early,NA
c,53,c53,3180,3240,SWIFT01_20190514_082001.wav,day263_rec2_earlyMay_c53.wav,2019-05-14,May,14,early,NA
c,54,c54,3240,3300,SWIFT01_20190514_082001.wav,day263_rec2_earlyMay_c54.wav,2019-05-14,May,14,early,NA
d,3,d3,180,240,SWIFT01_20190514_092001.wav,day263_rec2_earlyMay_d3.wav,2019-05-14,May,14,early,NA
d,13,d13,780,840,SWIFT01_20190514_092001.wav,day263_rec2_earlyMay_d13.wav,2019-05-14,May,14,early,NA
d,21,d21,1260,1320,SWIFT01_20190514_092001.wav,day263_rec2_earlyMay_d21.wav,2019-05-14,May,14,early,NA
d,23,d23,1380,1440,SWIFT01_20190514_092001.wav,day263_rec2_earlyMay_d23.wav,2019-05-14,May,14,early,NA
d,39,d39,2340,2400,SWIFT01_20190514_092001.wav,day263_rec2_earlyMay_d39.wav,2019-05-14,May,14,early,NA
e,24,e24,1440,1500,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e24.wav,2019-05-14,May,14,early,NA
e,34,e34,2040,2100,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e34.wav,2019-05-14,May,14,early,NA
e,38,e38,2280,2340,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e38.wav,2019-05-14,May,14,early,NA
e,39,e39,2340,2400,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e39.wav,2019-05-14,May,14,early,NA
e,43,e43,2580,2640,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e43.wav,2019-05-14,May,14,early,NA
e,57,e57,3420,3480,SWIFT01_20190514_102002.wav,day263_rec2_earlyMay_e57.wav,2019-05-14,May,14,early,NA
a,10,a10,600,660,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a10.wav,2019-05-15,May,15,early,NA
a,18,a18,1080,1140,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a18.wav,2019-05-15,May,15,early,NA
a,19,a19,1140,1200,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a19.wav,2019-05-15,May,15,early,NA
a,34,a34,2040,2100,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a34.wav,2019-05-15,May,15,early,NA
a,36,a36,2160,2220,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a36.wav,2019-05-15,May,15,early,NA
a,49,a49,2940,3000,SWIFT01_20190515_062000.wav,day99_rec2_earlyMay_a49.wav,2019-05-15,May,15,early,NA
b,15,b15,900,960,SWIFT01_20190515_072000.wav,day99_rec2_earlyMay_b15.wav,2019-05-15,May,15,early,NA
b,27,b27,1620,1680,SWIFT01_20190515_072000.wav,day99_rec2_earlyMay_b27.wav,2019-05-15,May,15,early,NA
b,31,b31,1860,1920,SWIFT01_20190515_072000.wav,day99_rec2_earlyMay_b31.wav,2019-05-15,May,15,early,NA
b,45,b45,2700,2760,SWIFT01_20190515_072000.wav,day99_rec2_earlyMay_b45.wav,2019-05-15,May,15,early,NA
b,57,b57,3420,3480,SWIFT01_20190515_072000.wav,day99_rec2_earlyMay_b57.wav,2019-05-15,May,15,early,NA
c,1,c1,60,120,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c1.wav,2019-05-15,May,15,early,NA
c,4,c4,240,300,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c4.wav,2019-05-15,May,15,early,NA
c,13,c13,780,840,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c13.wav,2019-05-15,May,15,early,NA
c,27,c27,1620,1680,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c27.wav,2019-05-15,May,15,early,NA
c,43,c43,2580,2640,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c43.wav,2019-05-15,May,15,early,NA
c,54,c54,3240,3300,SWIFT01_20190515_082001.wav,day99_rec2_earlyMay_c54.wav,2019-05-15,May,15,early,NA
d,13,d13,780,840,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d13.wav,2019-05-15,May,15,early,NA
d,30,d30,1800,1860,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d30.wav,2019-05-15,May,15,early,NA
d,36,d36,2160,2220,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d36.wav,2019-05-15,May,15,early,NA
d,43,d43,2580,2640,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d43.wav,2019-05-15,May,15,early,NA
d,53,d53,3180,3240,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d53.wav,2019-05-15,May,15,early,NA
d,57,d57,3420,3480,SWIFT01_20190515_092001.wav,day99_rec2_earlyMay_d57.wav,2019-05-15,May,15,early,NA
e,25,e25,1500,1560,SWIFT01_20190515_102002.wav,day99_rec2_earlyMay_e25.wav,2019-05-15,May,15,early,NA
a,2,a2,120,180,SWIFT01_20190517_062000.wav,day238_rec2_lateMay_a2.wav,2019-05-17,May,17,late,NA
a,9,a9,540,600,SWIFT01_20190517_062000.wav,day238_rec2_lateMay_a9.wav,2019-05-17,May,17,late,NA
a,15,a15,900,960,SWIFT01_20190517_062000.wav,day238_rec2_lateMay_a15.wav,2019-05-17,May,17,late,NA
a,51,a51,3060,3120,SWIFT01_20190517_062000.wav,day238_rec2_lateMay_a51.wav,2019-05-17,May,17,late,NA
a,53,a53,3180,3240,SWIFT01_20190517_062000.wav,day238_rec2_lateMay_a53.wav,2019-05-17,May,17,late,NA
b,11,b11,660,720,SWIFT01_20190517_072000.wav,day238_rec2_lateMay_b11.wav,2019-05-17,May,17,late,NA
b,18,b18,1080,1140,SWIFT01_20190517_072000.wav,day238_rec2_lateMay_b18.wav,2019-05-17,May,17,late,NA
b,51,b51,3060,3120,SWIFT01_20190517_072000.wav,day238_rec2_lateMay_b51.wav,2019-05-17,May,17,late,NA
b,58,b58,3480,3540,SWIFT01_20190517_072000.wav,day238_rec2_lateMay_b58.wav,2019-05-17,May,17,late,NA
c,1,c1,60,120,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c1.wav,2019-05-17,May,17,late,NA
c,12,c12,720,780,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c12.wav,2019-05-17,May,17,late,NA
c,13,c13,780,840,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c13.wav,2019-05-17,May,17,late,NA
c,30,c30,1800,1860,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c30.wav,2019-05-17,May,17,late,NA
c,33,c33,1980,2040,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c33.wav,2019-05-17,May,17,late,NA
c,35,c35,2100,2160,SWIFT01_20190517_082001.wav,day238_rec2_lateMay_c35.wav,2019-05-17,May,17,late,NA
d,48,d48,2880,2940,SWIFT01_20190517_092001.wav,day238_rec2_lateMay_d48.wav,2019-05-17,May,17,late,NA
d,52,d52,3120,3180,SWIFT01_20190517_092001.wav,day238_rec2_lateMay_d52.wav,2019-05-17,May,17,late,NA
e,12,e12,720,780,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e12.wav,2019-05-17,May,17,late,NA
e,13,e13,780,840,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e13.wav,2019-05-17,May,17,late,NA
e,18,e18,1080,1140,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e18.wav,2019-05-17,May,17,late,NA
e,19,e19,1140,1200,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e19.wav,2019-05-17,May,17,late,NA
e,38,e38,2280,2340,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e38.wav,2019-05-17,May,17,late,NA
e,42,e42,2520,2580,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e42.wav,2019-05-17,May,17,late,NA
e,47,e47,2820,2880,SWIFT01_20190517_102002.wav,day238_rec2_lateMay_e47.wav,2019-05-17,May,17,late,NA
a,8,a8,480,540,SWIFT01_20190520_062000.wav,day159_rec2_lateMay_a8.wav,2019-05-20,May,20,late,NA
a,11,a11,660,720,SWIFT01_20190520_062000.wav,day159_rec2_lateMay_a11.wav,2019-05-20,May,20,late,NA
a,29,a29,1740,1800,SWIFT01_20190520_062000.wav,day159_rec2_lateMay_a29.wav,2019-05-20,May,20,late,NA
b,10,b10,600,660,SWIFT01_20190520_072000.wav,day159_rec2_lateMay_b10.wav,2019-05-20,May,20,late,NA
b,28,b28,1680,1740,SWIFT01_20190520_072000.wav,day159_rec2_lateMay_b28.wav,2019-05-20,May,20,late,NA
b,43,b43,2580,2640,SWIFT01_20190520_072000.wav,day159_rec2_lateMay_b43.wav,2019-05-20,May,20,late,NA
b,51,b51,3060,3120,SWIFT01_20190520_072000.wav,day159_rec2_lateMay_b51.wav,2019-05-20,May,20,late,NA
b,52,b52,3120,3180,SWIFT01_20190520_072000.wav,day159_rec2_lateMay_b52.wav,2019-05-20,May,20,late,NA
c,6,c6,360,420,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c6.wav,2019-05-20,May,20,late,NA
c,9,c9,540,600,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c9.wav,2019-05-20,May,20,late,NA
c,10,c10,600,660,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c10.wav,2019-05-20,May,20,late,NA
c,12,c12,720,780,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c12.wav,2019-05-20,May,20,late,NA
c,21,c21,1260,1320,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c21.wav,2019-05-20,May,20,late,NA
c,29,c29,1740,1800,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c29.wav,2019-05-20,May,20,late,NA
c,44,c44,2640,2700,SWIFT01_20190520_082001.wav,day159_rec2_lateMay_c44.wav,2019-05-20,May,20,late,NA
d,2,d2,120,180,SWIFT01_20190520_092001.wav,day159_rec2_lateMay_d2.wav,2019-05-20,May,20,late,NA
d,17,d17,1020,1080,SWIFT01_20190520_092001.wav,day159_rec2_lateMay_d17.wav,2019-05-20,May,20,late,NA
d,36,d36,2160,2220,SWIFT01_20190520_092001.wav,day159_rec2_lateMay_d36.wav,2019-05-20,May,20,late,NA
d,43,d43,2580,2640,SWIFT01_20190520_092001.wav,day159_rec2_lateMay_d43.wav,2019-05-20,May,20,late,NA
e,6,e6,360,420,SWIFT01_20190520_102002.wav,day159_rec2_lateMay_e6.wav,2019-05-20,May,20,late,NA
e,27,e27,1620,1680,SWIFT01_20190520_102002.wav,day159_rec2_lateMay_e27.wav,2019-05-20,May,20,late,NA
e,28,e28,1680,1740,SWIFT01_20190520_102002.wav,day159_rec2_lateMay_e28.wav,2019-05-20,May,20,late,NA
e,52,e52,3120,3180,SWIFT01_20190520_102002.wav,day159_rec2_lateMay_e52.wav,2019-05-20,May,20,late,NA
e,58,e58,3480,3540,SWIFT01_20190520_102002.wav,day159_rec2_lateMay_e58.wav,2019-05-20,May,20,late,NA
a,18,a18,1080,1140,SWIFT01_20190521_062000.wav,day207_rec2_lateMay_a18.wav,2019-05-21,May,21,late,NA
a,21,a21,1260,1320,SWIFT01_20190521_062000.wav,day207_rec2_lateMay_a21.wav,2019-05-21,May,21,late,NA
a,30,a30,1800,1860,SWIFT01_20190521_062000.wav,day207_rec2_lateMay_a30.wav,2019-05-21,May,21,late,NA
a,43,a43,2580,2640,SWIFT01_20190521_062000.wav,day207_rec2_lateMay_a43.wav,2019-05-21,May,21,late,NA
b,0,b0,0,60,SWIFT01_20190521_072000.wav,day207_rec2_lateMay_b0.wav,2019-05-21,May,21,late,NA
b,16,b16,960,1020,SWIFT01_20190521_072000.wav,day207_rec2_lateMay_b16.wav,2019-05-21,May,21,late,NA
b,22,b22,1320,1380,SWIFT01_20190521_072000.wav,day207_rec2_lateMay_b22.wav,2019-05-21,May,21,late,NA
b,35,b35,2100,2160,SWIFT01_20190521_072000.wav,day207_rec2_lateMay_b35.wav,2019-05-21,May,21,late,NA
b,54,b54,3240,3300,SWIFT01_20190521_072000.wav,day207_rec2_lateMay_b54.wav,2019-05-21,May,21,late,NA
c,21,c21,1260,1320,SWIFT01_20190521_082001.wav,day207_rec2_lateMay_c21.wav,2019-05-21,May,21,late,NA
c,33,c33,1980,2040,SWIFT01_20190521_082001.wav,day207_rec2_lateMay_c33.wav,2019-05-21,May,21,late,NA
c,56,c56,3360,3420,SWIFT01_20190521_082001.wav,day207_rec2_lateMay_c56.wav,2019-05-21,May,21,late,NA
d,20,d20,1200,1260,SWIFT01_20190521_092001.wav,day207_rec2_lateMay_d20.wav,2019-05-21,May,21,late,NA
d,31,d31,1860,1920,SWIFT01_20190521_092001.wav,day207_rec2_lateMay_d31.wav,2019-05-21,May,21,late,NA
d,44,d44,2640,2700,SWIFT01_20190521_092001.wav,day207_rec2_lateMay_d44.wav,2019-05-21,May,21,late,NA
d,51,d51,3060,3120,SWIFT01_20190521_092001.wav,day207_rec2_lateMay_d51.wav,2019-05-21,May,21,late,NA
e,3,e3,180,240,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e3.wav,2019-05-21,May,21,late,NA
e,5,e5,300,360,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e5.wav,2019-05-21,May,21,late,NA
e,9,e9,540,600,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e9.wav,2019-05-21,May,21,late,NA
e,15,e15,900,960,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e15.wav,2019-05-21,May,21,late,NA
e,17,e17,1020,1080,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e17.wav,2019-05-21,May,21,late,NA
e,24,e24,1440,1500,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e24.wav,2019-05-21,May,21,late,NA
e,40,e40,2400,2460,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e40.wav,2019-05-21,May,21,late,NA
e,57,e57,3420,3480,SWIFT01_20190521_102002.wav,day207_rec2_lateMay_e57.wav,2019-05-21,May,21,late,NA
a,14,a14,840,900,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a14.wav,2019-05-22,May,22,late,NA
a,16,a16,960,1020,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a16.wav,2019-05-22,May,22,late,NA
a,24,a24,1440,1500,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a24.wav,2019-05-22,May,22,late,NA
a,26,a26,1560,1620,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a26.wav,2019-05-22,May,22,late,NA
a,31,a31,1860,1920,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a31.wav,2019-05-22,May,22,late,NA
a,39,a39,2340,2400,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a39.wav,2019-05-22,May,22,late,NA
a,44,a44,2640,2700,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a44.wav,2019-05-22,May,22,late,NA
a,51,a51,3060,3120,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a51.wav,2019-05-22,May,22,late,NA
a,52,a52,3120,3180,SWIFT01_20190522_062000.wav,day58_rec2_lateMay_a52.wav,2019-05-22,May,22,late,NA
b,2,b2,120,180,SWIFT01_20190522_072000.wav,day58_rec2_lateMay_b2.wav,2019-05-22,May,22,late,NA
b,20,b20,1200,1260,SWIFT01_20190522_072000.wav,day58_rec2_lateMay_b20.wav,2019-05-22,May,22,late,NA
b,49,b49,2940,3000,SWIFT01_20190522_072000.wav,day58_rec2_lateMay_b49.wav,2019-05-22,May,22,late,NA
c,16,c16,960,1020,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c16.wav,2019-05-22,May,22,late,NA
c,33,c33,1980,2040,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c33.wav,2019-05-22,May,22,late,NA
c,37,c37,2220,2280,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c37.wav,2019-05-22,May,22,late,NA
c,46,c46,2760,2820,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c46.wav,2019-05-22,May,22,late,NA
c,49,c49,2940,3000,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c49.wav,2019-05-22,May,22,late,NA
c,58,c58,3480,3540,SWIFT01_20190522_082001.wav,day58_rec2_lateMay_c58.wav,2019-05-22,May,22,late,NA
d,8,d8,480,540,SWIFT01_20190522_092001.wav,day58_rec2_lateMay_d8.wav,2019-05-22,May,22,late,NA
d,23,d23,1380,1440,SWIFT01_20190522_092001.wav,day58_rec2_lateMay_d23.wav,2019-05-22,May,22,late,NA
d,33,d33,1980,2040,SWIFT01_20190522_092001.wav,day58_rec2_lateMay_d33.wav,2019-05-22,May,22,late,NA
d,51,d51,3060,3120,SWIFT01_20190522_092001.wav,day58_rec2_lateMay_d51.wav,2019-05-22,May,22,late,NA
e,2,e2,120,180,SWIFT01_20190522_102002.wav,day58_rec2_lateMay_e2.wav,2019-05-22,May,22,late,NA
e,12,e12,720,780,SWIFT01_20190522_102002.wav,day58_rec2_lateMay_e12.wav,2019-05-22,May,22,late,NA
a,0,a0,0,60,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a0.wav,2019-04-02,Apr,2,early,NA
a,12,a12,720,780,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a12.wav,2019-04-02,Apr,2,early,NA
a,16,a16,960,1020,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a16.wav,2019-04-02,Apr,2,early,NA
a,17,a17,1020,1080,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a17.wav,2019-04-02,Apr,2,early,NA
a,33,a33,1980,2040,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a33.wav,2019-04-02,Apr,2,early,NA
a,38,a38,2280,2340,SWIFT02_20190402_072000.wav,day250_rec1_earlyApr_a38.wav,2019-04-02,Apr,2,early,NA
b,16,b16,960,1020,SWIFT02_20190402_082000.wav,day250_rec1_earlyApr_b16.wav,2019-04-02,Apr,2,early,NA
b,28,b28,1680,1740,SWIFT02_20190402_082000.wav,day250_rec1_earlyApr_b28.wav,2019-04-02,Apr,2,early,NA
b,45,b45,2700,2760,SWIFT02_20190402_082000.wav,day250_rec1_earlyApr_b45.wav,2019-04-02,Apr,2,early,NA
c,6,c6,360,420,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c6.wav,2019-04-02,Apr,2,early,NA
c,18,c18,1080,1140,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c18.wav,2019-04-02,Apr,2,early,NA
c,23,c23,1380,1440,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c23.wav,2019-04-02,Apr,2,early,NA
c,31,c31,1860,1920,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c31.wav,2019-04-02,Apr,2,early,NA
c,48,c48,2880,2940,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c48.wav,2019-04-02,Apr,2,early,NA
c,53,c53,3180,3240,SWIFT02_20190402_092001.wav,day250_rec1_earlyApr_c53.wav,2019-04-02,Apr,2,early,NA
d,1,d1,60,120,SWIFT02_20190402_102001.wav,day250_rec1_earlyApr_d1.wav,2019-04-02,Apr,2,early,NA
d,7,d7,420,480,SWIFT02_20190402_102001.wav,day250_rec1_earlyApr_d7.wav,2019-04-02,Apr,2,early,NA
d,27,d27,1620,1680,SWIFT02_20190402_102001.wav,day250_rec1_earlyApr_d27.wav,2019-04-02,Apr,2,early,NA
d,53,d53,3180,3240,SWIFT02_20190402_102001.wav,day250_rec1_earlyApr_d53.wav,2019-04-02,Apr,2,early,NA
e,22,e22,1320,1380,SWIFT02_20190402_112002.wav,day250_rec1_earlyApr_e22.wav,2019-04-02,Apr,2,early,NA
e,25,e25,1500,1560,SWIFT02_20190402_112002.wav,day250_rec1_earlyApr_e25.wav,2019-04-02,Apr,2,early,NA
e,29,e29,1740,1800,SWIFT02_20190402_112002.wav,day250_rec1_earlyApr_e29.wav,2019-04-02,Apr,2,early,NA
e,36,e36,2160,2220,SWIFT02_20190402_112002.wav,day250_rec1_earlyApr_e36.wav,2019-04-02,Apr,2,early,NA
e,51,e51,3060,3120,SWIFT02_20190402_112002.wav,day250_rec1_earlyApr_e51.wav,2019-04-02,Apr,2,early,NA
a,10,a10,600,660,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a10.wav,2019-04-04,Apr,4,early,NA
a,37,a37,2220,2280,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a37.wav,2019-04-04,Apr,4,early,NA
a,41,a41,2460,2520,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a41.wav,2019-04-04,Apr,4,early,NA
a,42,a42,2520,2580,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a42.wav,2019-04-04,Apr,4,early,NA
a,45,a45,2700,2760,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a45.wav,2019-04-04,Apr,4,early,NA
a,47,a47,2820,2880,SWIFT02_20190404_072000.wav,day88_rec1_earlyApr_a47.wav,2019-04-04,Apr,4,early,NA
b,26,b26,1560,1620,SWIFT02_20190404_082000.wav,day88_rec1_earlyApr_b26.wav,2019-04-04,Apr,4,early,NA
b,29,b29,1740,1800,SWIFT02_20190404_082000.wav,day88_rec1_earlyApr_b29.wav,2019-04-04,Apr,4,early,NA
b,46,b46,2760,2820,SWIFT02_20190404_082000.wav,day88_rec1_earlyApr_b46.wav,2019-04-04,Apr,4,early,NA
c,16,c16,960,1020,SWIFT02_20190404_092001.wav,day88_rec1_earlyApr_c16.wav,2019-04-04,Apr,4,early,NA
c,20,c20,1200,1260,SWIFT02_20190404_092001.wav,day88_rec1_earlyApr_c20.wav,2019-04-04,Apr,4,early,NA
c,29,c29,1740,1800,SWIFT02_20190404_092001.wav,day88_rec1_earlyApr_c29.wav,2019-04-04,Apr,4,early,NA
c,31,c31,1860,1920,SWIFT02_20190404_092001.wav,day88_rec1_earlyApr_c31.wav,2019-04-04,Apr,4,early,NA
c,36,c36,2160,2220,SWIFT02_20190404_092001.wav,day88_rec1_earlyApr_c36.wav,2019-04-04,Apr,4,early,NA
d,8,d8,480,540,SWIFT02_20190404_102001.wav,day88_rec1_earlyApr_d8.wav,2019-04-04,Apr,4,early,NA
d,37,d37,2220,2280,SWIFT02_20190404_102001.wav,day88_rec1_earlyApr_d37.wav,2019-04-04,Apr,4,early,NA
d,53,d53,3180,3240,SWIFT02_20190404_102001.wav,day88_rec1_earlyApr_d53.wav,2019-04-04,Apr,4,early,NA
e,10,e10,600,660,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e10.wav,2019-04-04,Apr,4,early,NA
e,35,e35,2100,2160,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e35.wav,2019-04-04,Apr,4,early,NA
e,41,e41,2460,2520,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e41.wav,2019-04-04,Apr,4,early,NA
e,47,e47,2820,2880,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e47.wav,2019-04-04,Apr,4,early,NA
e,49,e49,2940,3000,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e49.wav,2019-04-04,Apr,4,early,NA
e,53,e53,3180,3240,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e53.wav,2019-04-04,Apr,4,early,NA
e,57,e57,3420,3480,SWIFT02_20190404_112002.wav,day88_rec1_earlyApr_e57.wav,2019-04-04,Apr,4,early,NA
a,1,a1,60,120,SWIFT02_20190405_072000.wav,day241_rec1_earlyApr_a1.wav,2019-04-05,Apr,5,early,NA
a,5,a5,300,360,SWIFT02_20190405_072000.wav,day241_rec1_earlyApr_a5.wav,2019-04-05,Apr,5,early,NA
