filecode,minute,selec,start,end,sound.files,anon_name,date,month,day,wk_half,folder
a,1,a1,60,120,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a1.wav,2019-04-02,Apr,2,early,NA
a,5,a5,300,360,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a5.wav,2019-04-02,Apr,2,early,NA
a,10,a10,600,660,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a10.wav,2019-04-02,Apr,2,early,NA
a,30,a30,1800,1860,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a30.wav,2019-04-02,Apr,2,early,NA
a,31,a31,1860,1920,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a31.wav,2019-04-02,Apr,2,early,NA
a,34,a34,2040,2100,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a34.wav,2019-04-02,Apr,2,early,NA
a,57,a57,3420,3480,SWIFT01_20190402_072000.wav,day250_rec2_earlyApr_a57.wav,2019-04-02,Apr,2,early,NA
b,18,b18,1080,1140,SWIFT01_20190402_082000.wav,day250_rec2_earlyApr_b18.wav,2019-04-02,Apr,2,early,NA
c,1,c1,60,120,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c1.wav,2019-04-02,Apr,2,early,NA
c,10,c10,600,660,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c10.wav,2019-04-02,Apr,2,early,NA
c,12,c12,720,780,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c12.wav,2019-04-02,Apr,2,early,NA
c,14,c14,840,900,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c14.wav,2019-04-02,Apr,2,early,NA
c,27,c27,1620,1680,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c27.wav,2019-04-02,Apr,2,early,NA
c,33,c33,1980,2040,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c33.wav,2019-04-02,Apr,2,early,NA
c,44,c44,2640,2700,SWIFT01_20190402_092001.wav,day250_rec2_earlyApr_c44.wav,2019-04-02,Apr,2,early,NA
d,1,d1,60,120,SWIFT01_20190402_102001.wav,day250_rec2_earlyApr_d1.wav,2019-04-02,Apr,2,early,NA
d,2,d2,120,180,SWIFT01_20190402_102001.wav,day250_rec2_earlyApr_d2.wav,2019-04-02,Apr,2,early,NA
d,16,d16,960,1020,SWIFT01_20190402_102001.wav,day250_rec2_earlyApr_d16.wav,2019-04-02,Apr,2,early,NA
d,23,d23,1380,1440,SWIFT01_20190402_102001.wav,day250_rec2_earlyApr_d23.wav,2019-04-02,Apr,2,early,NA
d,40,d40,2400,2460,SWIFT01_20190402_102001.wav,day250_rec2_earlyApr_d40.wav,2019-04-02,Apr,2,early,NA
e,4,e4,240,300,SWIFT01_20190402_112002.wav,day250_rec2_earlyApr_e4.wav,2019-04-02,Apr,2,early,NA
e,20,e20,1200,1260,SWIFT01_20190402_112002.wav,day250_rec2_earlyApr_e20.wav,2019-04-02,Apr,2,early,NA
e,24,e24,1440,1500,SWIFT01_20190402_112002.wav,day250_rec2_earlyApr_e24.wav,2019-04-02,Apr,2,early,NA
e,33,e33,1980,2040,SWIFT01_20190402_112002.wav,day250_rec2_earlyApr_e33.wav,2019-04-02,Apr,2,early,NA
a,7,a7,420,480,SWIFT01_20190404_072000.wav,day88_rec2_earlyApr_a7.wav,2019-04-04,Apr,4,early,NA
a,13,a13,780,840,SWIFT01_20190404_072000.wav,day88_rec2_earlyApr_a13.wav,2019-04-04,Apr,4,early,NA
a,26,a26,1560,1620,SWIFT01_20190404_072000.wav,day88_rec2_earlyApr_a26.wav,2019-04-04,Apr,4,early,NA
a,55,a55,3300,3360,SWIFT01_20190404_072000.wav,day88_rec2_earlyApr_a55.wav,2019-04-04,Apr,4,early,NA
b,31,b31,1860,1920,SWIFT01_20190404_082000.wav,day88_rec2_earlyApr_b31.wav,2019-04-04,Apr,4,early,NA
b,38,b38,2280,2340,SWIFT01_20190404_082000.wav,day88_rec2_earlyApr_b38.wav,2019-04-04,Apr,4,early,NA
c,24,c24,1440,1500,SWIFT01_20190404_092001.wav,day88_rec2_earlyApr_c24.wav,2019-04-04,Apr,4,early,NA
c,43,c43,2580,2640,SWIFT01_20190404_092001.wav,day88_rec2_earlyApr_c43.wav,2019-04-04,Apr,4,early,NA
c,46,c46,2760,2820,SWIFT01_20190404_092001.wav,day88_rec2_earlyApr_c46.wav,2019-04-04,Apr,4,early,NA
c,50,c50,3000,3060,SWIFT01_20190404_092001.wav,day88_rec2_earlyApr_c50.wav,2019-04-04,Apr,4,early,NA
d,13,d13,780,840,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d13.wav,2019-04-04,Apr,4,early,NA
d,23,d23,1380,1440,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d23.wav,2019-04-04,Apr,4,early,NA
d,28,d28,1680,1740,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d28.wav,2019-04-04,Apr,4,early,NA
d,33,d33,1980,2040,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d33.wav,2019-04-04,Apr,4,early,NA
d,37,d37,2220,2280,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d37.wav,2019-04-04,Apr,4,early,NA
d,39,d39,2340,2400,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d39.wav,2019-04-04,Apr,4,early,NA
d,47,d47,2820,2880,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d47.wav,2019-04-04,Apr,4,early,NA
d,54,d54,3240,3300,SWIFT01_20190404_102001.wav,day88_rec2_earlyApr_d54.wav,2019-04-04,Apr,4,early,NA
e,8,e8,480,540,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e8.wav,2019-04-04,Apr,4,early,NA
e,13,e13,780,840,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e13.wav,2019-04-04,Apr,4,early,NA
e,26,e26,1560,1620,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e26.wav,2019-04-04,Apr,4,early,NA
e,32,e32,1920,1980,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e32.wav,2019-04-04,Apr,4,early,NA
e,41,e41,2460,2520,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e41.wav,2019-04-04,Apr,4,early,NA
e,44,e44,2640,2700,SWIFT01_20190404_112002.wav,day88_rec2_earlyApr_e44.wav,2019-04-04,Apr,4,early,NA
a,6,a6,360,420,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a6.wav,2019-04-05,Apr,5,early,NA
a,19,a19,1140,1200,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a19.wav,2019-04-05,Apr,5,early,NA
a,24,a24,1440,1500,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a24.wav,2019-04-05,Apr,5,early,NA
a,28,a28,1680,1740,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a28.wav,2019-04-05,Apr,5,early,NA
a,31,a31,1860,1920,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a31.wav,2019-04-05,Apr,5,early,NA
a,54,a54,3240,3300,SWIFT01_20190405_072000.wav,day241_rec2_earlyApr_a54.wav,2019-04-05,Apr,5,early,NA
b,4,b4,240,300,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b4.wav,2019-04-05,Apr,5,early,NA
b,9,b9,540,600,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b9.wav,2019-04-05,Apr,5,early,NA
b,20,b20,1200,1260,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b20.wav,2019-04-05,Apr,5,early,NA
b,37,b37,2220,2280,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b37.wav,2019-04-05,Apr,5,early,NA
b,43,b43,2580,2640,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b43.wav,2019-04-05,Apr,5,early,NA
b,49,b49,2940,3000,SWIFT01_20190405_082000.wav,day241_rec2_earlyApr_b49.wav,2019-04-05,Apr,5,early,NA
c,2,c2,120,180,SWIFT01_20190405_092001.wav,day241_rec2_earlyApr_c2.wav,2019-04-05,Apr,5,early,NA
c,6,c6,360,420,SWIFT01_20190405_092001.wav,day241_rec2_earlyApr_c6.wav,2019-04-05,Apr,5,early,NA
c,46,c46,2760,2820,SWIFT01_20190405_092001.wav,day241_rec2_earlyApr_c46.wav,2019-04-05,Apr,5,early,NA
d,4,d4,240,300,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d4.wav,2019-04-05,Apr,5,early,NA
d,11,d11,660,720,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d11.wav,2019-04-05,Apr,5,early,NA
d,19,d19,1140,1200,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d19.wav,2019-04-05,Apr,5,early,NA
d,28,d28,1680,1740,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d28.wav,2019-04-05,Apr,5,early,NA
d,44,d44,2640,2700,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d44.wav,2019-04-05,Apr,5,early,NA
d,46,d46,2760,2820,SWIFT01_20190405_102001.wav,day241_rec2_earlyApr_d46.wav,2019-04-05,Apr,5,early,NA
e,30,e30,1800,1860,SWIFT01_20190405_112002.wav,day241_rec2_earlyApr_e30.wav,2019-04-05,Apr,5,early,NA
e,32,e32,1920,1980,SWIFT01_20190405_112002.wav,day241_rec2_earlyApr_e32.wav,2019-04-05,Apr,5,early,NA
e,41,e41,2460,2520,SWIFT01_20190405_112002.wav,day241_rec2_earlyApr_e41.wav,2019-04-05,Apr,5,early,NA
a,3,a3,180,240,SWIFT01_20190406_072000.wav,day120_rec2_earlyApr_a3.wav,2019-04-06,Apr,6,early,NA
a,11,a11,660,720,SWIFT01_20190406_072000.wav,day120_rec2_earlyApr_a11.wav,2019-04-06,Apr,6,early,NA
a,20,a20,1200,1260,SWIFT01_20190406_072000.wav,day120_rec2_earlyApr_a20.wav,2019-04-06,Apr,6,early,NA
b,8,b8,480,540,SWIFT01_20190406_082000.wav,day120_rec2_earlyApr_b8.wav,2019-04-06,Apr,6,early,NA
b,30,b30,1800,1860,SWIFT01_20190406_082000.wav,day120_rec2_earlyApr_b30.wav,2019-04-06,Apr,6,early,NA
b,39,b39,2340,2400,SWIFT01_20190406_082000.wav,day120_rec2_earlyApr_b39.wav,2019-04-06,Apr,6,early,NA
b,50,b50,3000,3060,SWIFT01_20190406_082000.wav,day120_rec2_earlyApr_b50.wav,2019-04-06,Apr,6,early,NA
c,27,c27,1620,1680,SWIFT01_20190406_092001.wav,day120_rec2_earlyApr_c27.wav,2019-04-06,Apr,6,early,NA
c,39,c39,2340,2400,SWIFT01_20190406_092001.wav,day120_rec2_earlyApr_c39.wav,2019-04-06,Apr,6,early,NA
c,43,c43,2580,2640,SWIFT01_20190406_092001.wav,day120_rec2_earlyApr_c43.wav,2019-04-06,Apr,6,early,NA
d,2,d2,120,180,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d2.wav,2019-04-06,Apr,6,early,NA
d,34,d34,2040,2100,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d34.wav,2019-04-06,Apr,6,early,NA
d,39,d39,2340,2400,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d39.wav,2019-04-06,Apr,6,early,NA
d,48,d48,2880,2940,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d48.wav,2019-04-06,Apr,6,early,NA
d,49,d49,2940,3000,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d49.wav,2019-04-06,Apr,6,early,NA
d,50,d50,3000,3060,SWIFT01_20190406_102001.wav,day120_rec2_earlyApr_d50.wav,2019-04-06,Apr,6,early,NA
e,32,e32,1920,1980,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e32.wav,2019-04-06,Apr,6,early,NA
e,33,e33,1980,2040,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e33.wav,2019-04-06,Apr,6,early,NA
e,40,e40,2400,2460,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e40.wav,2019-04-06,Apr,6,early,NA
e,41,e41,2460,2520,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e41.wav,2019-04-06,Apr,6,early,NA
e,44,e44,2640,2700,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e44.wav,2019-04-06,Apr,6,early,NA
e,47,e47,2820,2880,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e47.wav,2019-04-06,Apr,6,early,NA
e,55,e55,3300,3360,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e55.wav,2019-04-06,Apr,6,early,NA
e,56,e56,3360,3420,SWIFT01_20190406_112002.wav,day120_rec2_earlyApr_e56.wav,2019-04-06,Apr,6,early,NA
a,18,a18,1080,1140,SWIFT01_20190408_072000.wav,day146_rec2_earlyApr_a18.wav,2019-04-08,Apr,8,early,NA
a,19,a19,1140,1200,SWIFT01_20190408_072000.wav,day146_rec2_earlyApr_a19.wav,2019-04-08,Apr,8,early,NA
a,30,a30,1800,1860,SWIFT01_20190408_072000.wav,day146_rec2_earlyApr_a30.wav,2019-04-08,Apr,8,early,NA
a,36,a36,2160,2220,SWIFT01_20190408_072000.wav,day146_rec2_earlyApr_a36.wav,2019-04-08,Apr,8,early,NA
a,58,a58,3480,3540,SWIFT01_20190408_072000.wav,day146_rec2_earlyApr_a58.wav,2019-04-08,Apr,8,early,NA
b,2,b2,120,180,SWIFT01_20190408_082000.wav,day146_rec2_earlyApr_b2.wav,2019-04-08,Apr,8,early,NA
b,30,b30,1800,1860,SWIFT01_20190408_082000.wav,day146_rec2_earlyApr_b30.wav,2019-04-08,Apr,8,early,NA
b,40,b40,2400,2460,SWIFT01_20190408_082000.wav,day146_rec2_earlyApr_b40.wav,2019-04-08,Apr,8,early,NA
b,46,b46,2760,2820,SWIFT01_20190408_082000.wav,day146_rec2_earlyApr_b46.wav,2019-04-08,Apr,8,early,NA
b,50,b50,3000,3060,SWIFT01_20190408_082000.wav,day146_rec2_earlyApr_b50.wav,2019-04-08,Apr,8,early,NA
c,4,c4,240,300,SWIFT01_20190408_092001.wav,day146_rec2_earlyApr_c4.wav,2019-04-08,Apr,8,early,NA
c,24,c24,1440,1500,SWIFT01_20190408_092001.wav,day146_rec2_earlyApr_c24.wav,2019-04-08,Apr,8,early,NA
c,34,c34,2040,2100,SWIFT01_20190408_092001.wav,day146_rec2_earlyApr_c34.wav,2019-04-08,Apr,8,early,NA
c,38,c38,2280,2340,SWIFT01_20190408_092001.wav,day146_rec2_earlyApr_c38.wav,2019-04-08,Apr,8,early,NA
c,46,c46,2760,2820,SWIFT01_20190408_092001.wav,day146_rec2_earlyApr_c46.wav,2019-04-08,Apr,8,early,NA
d,4,d4,240,300,SWIFT01_20190408_102001.wav,day146_rec2_earlyApr_d4.wav,2019-04-08,Apr,8,early,NA
d,7,d7,420,480,SWIFT01_20190408_102001.wav,day146_rec2_earlyApr_d7.wav,2019-04-08,Apr,8,early,NA
d,35,d35,2100,2160,SWIFT01_20190408_102001.wav,day146_rec2_earlyApr_d35.wav,2019-04-08,Apr,8,early,NA
e,8,e8,480,540,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e8.wav,2019-04-08,Apr,8,early,NA
e,13,e13,780,840,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e13.wav,2019-04-08,Apr,8,early,NA
e,28,e28,1680,1740,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e28.wav,2019-04-08,Apr,8,early,NA
e,29,e29,1740,1800,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e29.wav,2019-04-08,Apr,8,early,NA
e,41,e41,2460,2520,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e41.wav,2019-04-08,Apr,8,early,NA
e,45,e45,2700,2760,SWIFT01_20190408_112002.wav,day146_rec2_earlyApr_e45.wav,2019-04-08,Apr,8,early,NA
a,5,a5,300,360,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a5.wav,2019-04-09,Apr,9,early,NA
a,6,a6,360,420,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a6.wav,2019-04-09,Apr,9,early,NA
a,19,a19,1140,1200,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a19.wav,2019-04-09,Apr,9,early,NA
a,37,a37,2220,2280,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a37.wav,2019-04-09,Apr,9,early,NA
a,45,a45,2700,2760,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a45.wav,2019-04-09,Apr,9,early,NA
a,50,a50,3000,3060,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a50.wav,2019-04-09,Apr,9,early,NA
a,56,a56,3360,3420,SWIFT01_20190409_072000.wav,day116_rec2_earlyApr_a56.wav,2019-04-09,Apr,9,early,NA
b,6,b6,360,420,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b6.wav,2019-04-09,Apr,9,early,NA
b,8,b8,480,540,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b8.wav,2019-04-09,Apr,9,early,NA
b,14,b14,840,900,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b14.wav,2019-04-09,Apr,9,early,NA
b,22,b22,1320,1380,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b22.wav,2019-04-09,Apr,9,early,NA
b,25,b25,1500,1560,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b25.wav,2019-04-09,Apr,9,early,NA
b,42,b42,2520,2580,SWIFT01_20190409_082000.wav,day116_rec2_earlyApr_b42.wav,2019-04-09,Apr,9,early,NA
c,16,c16,960,1020,SWIFT01_20190409_092001.wav,day116_rec2_earlyApr_c16.wav,2019-04-09,Apr,9,early,NA
c,21,c21,1260,1320,SWIFT01_20190409_092001.wav,day116_rec2_earlyApr_c21.wav,2019-04-09,Apr,9,early,NA
c,34,c34,2040,2100,SWIFT01_20190409_092001.wav,day116_rec2_earlyApr_c34.wav,2019-04-09,Apr,9,early,NA
d,0,d0,0,60,SWIFT01_20190409_102001.wav,day116_rec2_earlyApr_d0.wav,2019-04-09,Apr,9,early,NA
d,2,d2,120,180,SWIFT01_20190409_102001.wav,day116_rec2_earlyApr_d2.wav,2019-04-09,Apr,9,early,NA
d,14,d14,840,900,SWIFT01_20190409_102001.wav,day116_rec2_earlyApr_d14.wav,2019-04-09,Apr,9,early,NA
d,16,d16,960,1020,SWIFT01_20190409_102001.wav,day116_rec2_earlyApr_d16.wav,2019-04-09,Apr,9,early,NA
d,25,d25,1500,1560,SWIFT01_20190409_102001.wav,day116_rec2_earlyApr_d25.wav,2019-04-09,Apr,9,early,NA
e,7,e7,420,480,SWIFT01_20190409_112002.wav,day116_rec2_earlyApr_e7.wav,2019-04-09,Apr,9,early,NA
e,32,e32,1920,1980,SWIFT01_20190409_112002.wav,day116_rec2_earlyApr_e32.wav,2019-04-09,Apr,9,early,NA
e,40,e40,2400,2460,SWIFT01_20190409_112002.wav,day116_rec2_earlyApr_e40.wav,2019-04-09,Apr,9,early,NA
a,1,a1,60,120,SWIFT01_20190410_070000.wav,day44_rec2_earlyApr_a1.wav,2019-04-10,Apr,10,early,NA
a,7,a7,420,480,SWIFT01_20190410_070000.wav,day44_rec2_earlyApr_a7.wav,2019-04-10,Apr,10,early,NA
a,8,a8,480,540,SWIFT01_20190410_070000.wav,day44_rec2_earlyApr_a8.wav,2019-04-10,Apr,10,early,NA
a,28,a28,1680,1740,SWIFT01_20190410_070000.wav,day44_rec2_earlyApr_a28.wav,2019-04-10,Apr,10,early,NA
b,9,b9,540,600,SWIFT01_20190410_080000.wav,day44_rec2_earlyApr_b9.wav,2019-04-10,Apr,10,early,NA
b,15,b15,900,960,SWIFT01_20190410_080000.wav,day44_rec2_earlyApr_b15.wav,2019-04-10,Apr,10,early,NA
b,31,b31,1860,1920,SWIFT01_20190410_080000.wav,day44_rec2_earlyApr_b31.wav,2019-04-10,Apr,10,early,NA
b,47,b47,2820,2880,SWIFT01_20190410_080000.wav,day44_rec2_earlyApr_b47.wav,2019-04-10,Apr,10,early,NA
b,53,b53,3180,3240,SWIFT01_20190410_080000.wav,day44_rec2_earlyApr_b53.wav,2019-04-10,Apr,10,early,NA
c,52,c52,3120,3180,SWIFT01_20190410_090001.wav,day44_rec2_earlyApr_c52.wav,2019-04-10,Apr,10,early,NA
d,21,d21,1260,1320,SWIFT01_20190410_100001.wav,day44_rec2_earlyApr_d21.wav,2019-04-10,Apr,10,early,NA
d,27,d27,1620,1680,SWIFT01_20190410_100001.wav,day44_rec2_earlyApr_d27.wav,2019-04-10,Apr,10,early,NA
d,49,d49,2940,3000,SWIFT01_20190410_100001.wav,day44_rec2_earlyApr_d49.wav,2019-04-10,Apr,10,early,NA
d,52,d52,3120,3180,SWIFT01_20190410_100001.wav,day44_rec2_earlyApr_d52.wav,2019-04-10,Apr,10,early,NA
d,54,d54,3240,3300,SWIFT01_20190410_100001.wav,day44_rec2_earlyApr_d54.wav,2019-04-10,Apr,10,early,NA
e,6,e6,360,420,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e6.wav,2019-04-10,Apr,10,early,NA
e,17,e17,1020,1080,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e17.wav,2019-04-10,Apr,10,early,NA
e,20,e20,1200,1260,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e20.wav,2019-04-10,Apr,10,early,NA
e,25,e25,1500,1560,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e25.wav,2019-04-10,Apr,10,early,NA
e,26,e26,1560,1620,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e26.wav,2019-04-10,Apr,10,early,NA
e,27,e27,1620,1680,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e27.wav,2019-04-10,Apr,10,early,NA
e,47,e47,2820,2880,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e47.wav,2019-04-10,Apr,10,early,NA
e,52,e52,3120,3180,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e52.wav,2019-04-10,Apr,10,early,NA
e,54,e54,3240,3300,SWIFT01_20190410_110002.wav,day44_rec2_earlyApr_e54.wav,2019-04-10,Apr,10,early,NA
a,13,a13,780,840,SWIFT01_20190413_070000.wav,day145_rec2_earlyApr_a13.wav,2019-04-13,Apr,13,early,NA
a,17,a17,1020,1080,SWIFT01_20190413_070000.wav,day145_rec2_earlyApr_a17.wav,2019-04-13,Apr,13,early,NA
a,21,a21,1260,1320,SWIFT01_20190413_070000.wav,day145_rec2_earlyApr_a21.wav,2019-04-13,Apr,13,early,NA
a,40,a40,2400,2460,SWIFT01_20190413_070000.wav,day145_rec2_earlyApr_a40.wav,2019-04-13,Apr,13,early,NA
a,54,a54,3240,3300,SWIFT01_20190413_070000.wav,day145_rec2_earlyApr_a54.wav,2019-04-13,Apr,13,early,NA
b,2,b2,120,180,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b2.wav,2019-04-13,Apr,13,early,NA
b,9,b9,540,600,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b9.wav,2019-04-13,Apr,13,early,NA
b,23,b23,1380,1440,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b23.wav,2019-04-13,Apr,13,early,NA
b,24,b24,1440,1500,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b24.wav,2019-04-13,Apr,13,early,NA
b,43,b43,2580,2640,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b43.wav,2019-04-13,Apr,13,early,NA
b,45,b45,2700,2760,SWIFT01_20190413_080000.wav,day145_rec2_earlyApr_b45.wav,2019-04-13,Apr,13,early,NA
c,13,c13,780,840,SWIFT01_20190413_090001.wav,day145_rec2_earlyApr_c13.wav,2019-04-13,Apr,13,early,NA
c,33,c33,1980,2040,SWIFT01_20190413_090001.wav,day145_rec2_earlyApr_c33.wav,2019-04-13,Apr,13,early,NA
c,54,c54,3240,3300,SWIFT01_20190413_090001.wav,day145_rec2_earlyApr_c54.wav,2019-04-13,Apr,13,early,NA
d,2,d2,120,180,SWIFT01_20190413_100002.wav,day145_rec2_earlyApr_d2.wav,2019-04-13,Apr,13,early,NA
d,38,d38,2280,2340,SWIFT01_20190413_100002.wav,day145_rec2_earlyApr_d38.wav,2019-04-13,Apr,13,early,NA
d,45,d45,2700,2760,SWIFT01_20190413_100002.wav,day145_rec2_earlyApr_d45.wav,2019-04-13,Apr,13,early,NA
d,52,d52,3120,3180,SWIFT01_20190413_100002.wav,day145_rec2_earlyApr_d52.wav,2019-04-13,Apr,13,early,NA
e,3,e3,180,240,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e3.wav,2019-04-13,Apr,13,early,NA
e,10,e10,600,660,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e10.wav,2019-04-13,Apr,13,early,NA
e,12,e12,720,780,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e12.wav,2019-04-13,Apr,13,early,NA
e,37,e37,2220,2280,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e37.wav,2019-04-13,Apr,13,early,NA
e,38,e38,2280,2340,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e38.wav,2019-04-13,Apr,13,early,NA
e,56,e56,3360,3420,SWIFT01_20190413_110002.wav,day145_rec2_earlyApr_e56.wav,2019-04-13,Apr,13,early,NA
a,6,a6,360,420,SWIFT01_20190414_070000.wav,day52_rec2_earlyApr_a6.wav,2019-04-14,Apr,14,early,NA
a,14,a14,840,900,SWIFT01_20190414_070000.wav,day52_rec2_earlyApr_a14.wav,2019-04-14,Apr,14,early,NA
a,22,a22,1320,1380,SWIFT01_20190414_070000.wav,day52_rec2_earlyApr_a22.wav,2019-04-14,Apr,14,early,NA
a,36,a36,2160,2220,SWIFT01_20190414_070000.wav,day52_rec2_earlyApr_a36.wav,2019-04-14,Apr,14,early,NA
b,3,b3,180,240,SWIFT01_20190414_080000.wav,day52_rec2_earlyApr_b3.wav,2019-04-14,Apr,14,early,NA
b,10,b10,600,660,SWIFT01_20190414_080000.wav,day52_rec2_earlyApr_b10.wav,2019-04-14,Apr,14,early,NA
b,23,b23,1380,1440,SWIFT01_20190414_080000.wav,day52_rec2_earlyApr_b23.wav,2019-04-14,Apr,14,early,NA
b,41,b41,2460,2520,SWIFT01_20190414_080000.wav,day52_rec2_earlyApr_b41.wav,2019-04-14,Apr,14,early,NA
b,47,b47,2820,2880,SWIFT01_20190414_080000.wav,day52_rec2_earlyApr_b47.wav,2019-04-14,Apr,14,early,NA
c,20,c20,1200,1260,SWIFT01_20190414_090001.wav,day52_rec2_earlyApr_c20.wav,2019-04-14,Apr,14,early,NA
d,0,d0,0,60,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d0.wav,2019-04-14,Apr,14,early,NA
d,1,d1,60,120,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d1.wav,2019-04-14,Apr,14,early,NA
d,2,d2,120,180,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d2.wav,2019-04-14,Apr,14,early,NA
d,10,d10,600,660,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d10.wav,2019-04-14,Apr,14,early,NA
d,29,d29,1740,1800,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d29.wav,2019-04-14,Apr,14,early,NA
d,37,d37,2220,2280,SWIFT01_20190414_100001.wav,day52_rec2_earlyApr_d37.wav,2019-04-14,Apr,14,early,NA
e,3,e3,180,240,SWIFT01_20190414_110002.wav,day52_rec2_earlyApr_e3.wav,2019-04-14,Apr,14,early,NA
e,4,e4,240,300,SWIFT01_20190414_110002.wav,day52_rec2_earlyApr_e4.wav,2019-04-14,Apr,14,early,NA
